section,field_id,phpp_label,variant_id,variant_name,datatype,units,value,excel_row
heating_demand,heating_demand.floor_slabs,Floor Slabs,code_minumum,Code Minumum,Floor Slabs,kWh,8470.86841417,379
heating_demand,heating_demand.floor_slabs,Floor Slabs,improved,Improved,Floor Slabs,kWh,4399.11471868,379
heating_demand,heating_demand.floor_slabs,Floor Slabs,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Floor Slabs,kWh,4413.65818877,379
heating_demand,heating_demand.floor_slabs,Floor Slabs,r_52_walls,+R-52 Walls,Floor Slabs,kWh,4434.64655559,379
heating_demand,heating_demand.floor_slabs,Floor Slabs,r_80_roof,+R-80 Roof,Floor Slabs,kWh,4438.78306029,379
heating_demand,heating_demand.floor_slabs,Floor Slabs,phius_core_2024,Phius CORE 2024,Floor Slabs,kWh,2276.5276017,379
heating_demand,heating_demand.windows,Windows,code_minumum,Code Minumum,Windows,kWh,10695.3336436,383
heating_demand,heating_demand.windows,Windows,improved,Improved,Windows,kWh,8073.92353822,383
heating_demand,heating_demand.windows,Windows,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Windows,kWh,8033.73850486,383
heating_demand,heating_demand.windows,Windows,r_52_walls,+R-52 Walls,Windows,kWh,8014.17985858,383
heating_demand,heating_demand.windows,Windows,r_80_roof,+R-80 Roof,Windows,kWh,7983.39846165,383
heating_demand,heating_demand.windows,Windows,phius_core_2024,Phius CORE 2024,Windows,kWh,4803.16128215,383
heating_demand,heating_demand.exterior_door,Exterior door,code_minumum,Code Minumum,Exterior door,kWh,,384
heating_demand,heating_demand.exterior_door,Exterior door,improved,Improved,Exterior door,kWh,,384
heating_demand,heating_demand.exterior_door,Exterior door,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Exterior door,kWh,,384
heating_demand,heating_demand.exterior_door,Exterior door,r_52_walls,+R-52 Walls,Exterior door,kWh,,384
heating_demand,heating_demand.exterior_door,Exterior door,r_80_roof,+R-80 Roof,Exterior door,kWh,,384
heating_demand,heating_demand.exterior_door,Exterior door,phius_core_2024,Phius CORE 2024,Exterior door,kWh,,384
heating_demand,heating_demand.thermal_bridges,Thermal Bridges,code_minumum,Code Minumum,Thermal Bridges,kWh,7480.34691505,385
heating_demand,heating_demand.thermal_bridges,Thermal Bridges,improved,Improved,Thermal Bridges,kWh,2901.9346846,385
heating_demand,heating_demand.thermal_bridges,Thermal Bridges,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Thermal Bridges,kWh,2645.77568755,385
heating_demand,heating_demand.thermal_bridges,Thermal Bridges,r_52_walls,+R-52 Walls,Thermal Bridges,kWh,2391.38640721,385
heating_demand,heating_demand.thermal_bridges,Thermal Bridges,r_80_roof,+R-80 Roof,Thermal Bridges,kWh,2313.65446763,385
heating_demand,heating_demand.thermal_bridges,Thermal Bridges,phius_core_2024,Phius CORE 2024,Thermal Bridges,kWh,1058.29077707,385
heating_demand,heating_demand.tb_perimeter,TB (Perimeter),code_minumum,Code Minumum,TB (Perimeter),kWh,,386
heating_demand,heating_demand.tb_perimeter,TB (Perimeter),improved,Improved,TB (Perimeter),kWh,,386
heating_demand,heating_demand.tb_perimeter,TB (Perimeter),r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,TB (Perimeter),kWh,,386
heating_demand,heating_demand.tb_perimeter,TB (Perimeter),r_52_walls,+R-52 Walls,TB (Perimeter),kWh,,386
heating_demand,heating_demand.tb_perimeter,TB (Perimeter),r_80_roof,+R-80 Roof,TB (Perimeter),kWh,,386
heating_demand,heating_demand.tb_perimeter,TB (Perimeter),phius_core_2024,Phius CORE 2024,TB (Perimeter),kWh,,386
heating_demand,heating_demand.tb_bg,TB (BG),code_minumum,Code Minumum,TB (BG),kWh,,387
heating_demand,heating_demand.tb_bg,TB (BG),improved,Improved,TB (BG),kWh,,387
heating_demand,heating_demand.tb_bg,TB (BG),r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,TB (BG),kWh,,387
heating_demand,heating_demand.tb_bg,TB (BG),r_52_walls,+R-52 Walls,TB (BG),kWh,,387
heating_demand,heating_demand.tb_bg,TB (BG),r_80_roof,+R-80 Roof,TB (BG),kWh,,387
heating_demand,heating_demand.tb_bg,TB (BG),phius_core_2024,Phius CORE 2024,TB (BG),kWh,,387
